change-speed,kilometer,price,shangpai-date,standard,title
0,5.1,13.0,9.0,4,奥迪
0,14.67,7.5,1.0,4,奥迪
0,8.85,12.9,7.416666666666667,5,奥迪
0,11.18,12.6,6.083333333333333,5,奥迪
0,9.24,10.55,8.083333333333334,4,奥迪
0,9.91,10.98,6.0,4,奥迪
0,9.38,10.8,4.0,5,奥迪
0,9.64,14.58,7.166666666666667,5,奥迪
0,8.99,18.8,5.333333333333333,5,奥迪
0,10.02,20.01,6.333333333333333,5,奥迪
0,9.33,9.58,1.3333333333333333,4,奥迪
0,10.92,13.3,9.083333333333334,4,奥迪
0,1.81,12.98,2.0833333333333335,6,奥迪
0,8.11,35.28,2.5,6,奥迪
0,2.26,20.5,2.0833333333333335,5,奥迪
0,4.32,18.98,5.166666666666667,5,奥迪
0,12.62,21.0,9.5,4,奥迪
0,8.62,25.8,5.25,5,奥迪
0,3.85,12.68,7.0,4,奥迪
0,9.64,8.98,1.75,4,奥迪
0,7.26,9.48,1.5833333333333335,4,奥迪
0,13.4,10.98,8.083333333333334,4,奥迪
0,20.18,6.15,1.3333333333333333,4,奥迪
0,5.05,10.68,5.083333333333333,5,奥迪
0,9.62,21.0,5.333333333333333,5,奥迪
0,5.12,27.2,4.333333333333333,5,奥迪
0,6.59,9.3,1.0833333333333333,4,奥迪
0,10.55,14.4,6.083333333333333,5,奥迪
0,1.81,26.5,1.75,6,奥迪
0,8.64,51.8,3.3333333333333335,5,奥迪
0,10.36,17.2,7.333333333333333,5,奥迪
0,6.27,22.8,1.0833333333333333,4,奥迪
0,1.11,37.88,5.083333333333333,5,奥迪
0,10.75,15.68,6.166666666666667,5,奥迪
0,4.28,22.88,2.6666666666666665,6,奥迪
0,4.47,24.38,2.3333333333333335,6,奥迪
0,15.34,14.6,1.4166666666666667,4,奥迪
0,9.62,19.8,8.416666666666666,4,奥迪
0,12.16,13.98,9.166666666666666,4,奥迪
0,7.71,28.28,4.416666666666667,5,奥迪
0,15.78,22.0,7.083333333333333,4,奥迪
0,12.02,9.8,1.75,4,奥迪
0,1.34,13.8,3.3333333333333335,5,奥迪
0,12.0,22.0,7.083333333333333,4,奥迪
0,11.23,12.38,9.583333333333334,4,奥迪
0,12.31,20.9,8.75,5,奥迪
0,18.7,2.98,1.5,4,奥迪
0,2.48,31.6,2.5,6,奥迪
0,5.6,23.98,6.083333333333333,5,奥迪
0,4.76,14.38,9.0,4,奥迪
0,7.81,30.58,2.0833333333333335,5,奥迪
0,3.2,64.58,1.5833333333333335,6,奥迪
0,8.57,13.98,6.083333333333333,5,奥迪
0,10.73,10.7,8.083333333333334,4,奥迪
0,18.4,9.3,1.5833333333333335,4,奥迪
0,5.91,11.2,5.583333333333333,5,奥迪
0,9.0,9.98,8.416666666666666,4,奥迪
0,5.84,33.8,6.083333333333333,5,奥迪
0,12.53,16.68,1.0833333333333333,4,奥迪
0,6.29,17.8,6.75,5,奥迪
0,17.89,21.3,1.25,4,奥迪
0,11.22,23.5,6.083333333333333,5,奥迪
0,14.55,7.38,1.0,4,奥迪
0,9.18,35.8,7.416666666666667,4,奥迪
0,4.65,12.7,5.083333333333333,5,奥迪
0,7.78,22.98,6.083333333333333,5,奥迪
0,9.77,30.8,4.083333333333333,5,奥迪
0,4.32,65.0,3.3333333333333335,5,奥迪
0,8.58,21.5,4.666666666666667,5,奥迪
0,6.23,20.0,7.083333333333333,5,奥迪
0,1.64,82.39,1.0833333333333333,6,奥迪
0,6.94,14.98,6.083333333333333,5,奥迪
0,3.22,25.8,4.416666666666667,5,奥迪
0,7.26,18.98,6.083333333333333,5,奥迪
0,11.28,36.8,6.5,5,奥迪
0,8.46,19.8,7.083333333333333,5,奥迪
0,5.95,25.98,7.083333333333333,4,奥迪
0,15.73,10.3,9.083333333333334,4,奥迪
0,2.82,34.98,1.75,6,奥迪
0,8.61,23.0,6.083333333333333,5,奥迪
0,5.09,11.8,9.166666666666666,4,奥迪
0,10.24,12.99,7.0,5,奥迪
0,10.73,25.5,8.583333333333334,4,奥迪
0,7.02,25.98,4.5,5,奥迪
0,10.27,19.48,8.0,4,奥迪
0,3.59,23.18,2.0833333333333335,5,奥迪
0,7.25,10.8,4.083333333333333,5,奥迪
0,3.24,16.6,7.083333333333333,5,奥迪
0,2.71,27.6,1.0833333333333333,6,奥迪
0,4.04,35.5,1.5,6,奥迪
0,9.98,24.78,8.083333333333334,4,奥迪
0,3.57,27.6,4.25,5,奥迪
0,8.26,34.5,5.083333333333333,5,奥迪
0,6.99,15.58,5.083333333333333,5,奥迪
0,10.32,7.3,1.0833333333333333,4,奥迪
0,3.92,18.58,6.25,5,奥迪
0,11.73,9.3,1.0,4,奥迪
0,3.34,34.58,2.0833333333333335,6,奥迪
0,6.6,14.7,7.083333333333333,4,奥迪
0,11.9,11.8,9.416666666666666,4,奥迪
0,11.76,15.6,1.0833333333333333,4,奥迪
0,13.68,39.8,7.0,5,奥迪
0,13.16,17.58,1.3333333333333333,4,奥迪
0,8.03,9.96,7.5,4,奥迪
0,11.28,13.5,5.75,5,奥迪
0,9.5,18.98,6.166666666666667,5,奥迪
0,3.82,41.0,3.75,5,奥迪
0,6.69,14.98,6.666666666666667,5,奥迪
0,12.77,4.98,9.583333333333334,4,奥迪
0,9.66,15.0,8.083333333333334,4,奥迪
0,11.57,9.6,1.3333333333333333,4,奥迪
0,7.77,15.88,4.166666666666667,5,奥迪
0,6.7,35.0,4.416666666666667,5,奥迪
0,8.26,12.8,5.666666666666667,5,奥迪
0,11.9,11.2,9.583333333333334,4,奥迪
0,14.51,26.8,1.3333333333333333,4,奥迪
0,6.95,13.68,8.0,5,奥迪
0,4.17,15.5,4.083333333333333,5,奥迪
0,6.96,20.98,6.166666666666667,5,奥迪
0,12.52,9.68,1.0833333333333333,4,奥迪
0,13.59,17.6,7.0,5,奥迪
0,0.01,52.9,0.16666666666666666,6,奥迪
0,12.16,7.58,1.0,4,奥迪
0,7.6,11.68,7.083333333333333,5,奥迪
0,7.74,11.88,8.666666666666666,4,奥迪
0,3.6,65.8,1.75,6,奥迪
0,11.29,7.98,1.1666666666666667,4,奥迪
0,4.92,23.58,3.3333333333333335,5,奥迪
0,3.86,52.8,2.75,5,奥迪
0,6.5,9.9,7.083333333333333,5,奥迪
0,8.09,23.8,4.416666666666667,5,奥迪
0,6.68,19.9,6.0,5,奥迪
0,6.99,19.2,6.75,5,奥迪
0,9.92,16.55,7.25,5,奥迪
0,5.45,24.0,6.75,5,奥迪
0,7.23,20.0,7.666666666666667,5,奥迪
0,11.76,36.8,8.583333333333334,4,奥迪
0,2.05,27.0,1.0833333333333333,6,奥迪
0,6.04,11.5,7.75,4,奥迪
0,9.46,13.69,7.083333333333333,4,奥迪
0,9.65,16.88,7.666666666666667,4,奥迪
0,7.08,26.5,4.0,5,奥迪
0,8.08,23.88,5.083333333333333,4,奥迪
0,0.57,83.98,0.3333333333333333,6,奥迪
0,17.89,9.0,1.4166666666666667,4,奥迪
0,7.63,33.98,4.25,5,奥迪
0,7.82,23.38,3.0833333333333335,5,奥迪
0,7.64,9.58,5.083333333333333,5,奥迪
