change-speed,chepai-location,kilometer,price,shangpai-date,standard,title
自动,合肥,11.82万公里,25.00,6年6个月,国五,雷克萨斯-雷克萨斯ES 2015款 300h 舒适版
,,,,,,
自动,东莞,5.84万公里,19.80,5年2个月,国五,雷克萨斯-雷克萨斯ES 2015款 200 精英版
自动,成都,6.83万公里,15.00,10年4个月,国四,雷克萨斯-雷克萨斯RX经典 2011款 280 典雅版
自动,贵阳,0.16万公里,30.00,1个月,国六,雷克萨斯-雷克萨斯ES 2021款 200 卓越版
自动,苏州,20.63万公里,4.98,14年7个月,国四,雷克萨斯-雷克萨斯ES 2007款 350 豪华版
自动,北京,2.02万公里,30.50,3年1个月,国六,雷克萨斯-雷克萨斯ES 2016款 300h 卓越版
自动,唐山,2.54万公里,23.50,3年4个月,国五,雷克萨斯-雷克萨斯NX 2016款 200 前驱 锋行版
自动,郑州,3.82万公里,26.98,3年,国五,雷克萨斯-雷克萨斯NX 2016款 200 全驱 锋尚版
,,,,,,
自动,重庆,1.73万公里,26.20,2年4个月,国六,雷克萨斯-雷克萨斯NX 2020款 200 前驱 锋行版
自动,重庆,18.98万公里,7.00,14年11个月,国三,雷克萨斯-雷克萨斯IS 2007款 300 炫动版
自动,郑州,17.44万公里,40.00,5年11个月,国五,雷克萨斯-雷克萨斯RX 2017款 300 四驱典雅版
自动,重庆,3.70万公里,28.00,3年11个月,国五,雷克萨斯-雷克萨斯ES 2015款 250 典雅版
自动,重庆,5.55万公里,43.50,1年8个月,国六,雷克萨斯-雷克萨斯RX 2020款 改款 300 四驱典雅版
自动,重庆,2.43万公里,39.60,2年,国六,雷克萨斯-雷克萨斯ES 2020款 300h 卓越版
自动,重庆,6.15万公里,21.00,4年1个月,国四,雷克萨斯-雷克萨斯ES 2015款 200 精英版
自动,重庆,8.12万公里,13.50,10年2个月,国四,雷克萨斯-雷克萨斯ES 2010款 240 典雅版
自动,东莞,11.61万公里,19.88,7年5个月,国五,雷克萨斯-雷克萨斯IS 2013款 250 F SPORT
自动,成都,0.23万公里,29.50,4个月,国六,雷克萨斯-雷克萨斯ES 2021款 200 卓越版
,,,,,,
,,,,,,
自动,郑州,5.77万公里,24.00,3年11个月,国五,雷克萨斯-雷克萨斯IS 2018款 300 F SPORT版
自动,重庆,3.33万公里,27.30,3年9个月,国五,雷克萨斯-雷克萨斯ES 2016款 200 豪华版
,,,,,,
自动,东莞,7.95万公里,30.00,1年11个月,国六,雷克萨斯-雷克萨斯ES 2020款 270 卓越版
,,,,,,
自动,东莞,16.22万公里,8.30,13年4个月,国三,雷克萨斯-雷克萨斯ES 2007款 350 豪华版
自动,兰州,1.76万公里,38.80,1年6个月,国六,雷克萨斯-雷克萨斯RX 2020款 改款 300 两驱舒适版
自动,郑州,11.92万公里,17.60,6年,国五,雷克萨斯-雷克萨斯NX 2015款 200 前驱 锋行版
,,,,,,
自动,南充,3.91万公里,29.50,2年11个月,国六,雷克萨斯-雷克萨斯ES 2016款 300h 卓越版
自动,大连,16.50万公里,10.50,10年7个月,国四,雷克萨斯-雷克萨斯ES 2010款 240 典雅版
自动,成都,9.83万公里,13.50,7年2个月,国五,雷克萨斯-雷克萨斯CT 2014款 CT200h 舒适版 单色
,,,,,,
自动,南京,1.98万公里,37.00,2年4个月,国六,雷克萨斯-雷克萨斯RX 2020款 300 两驱精英版
自动,东莞,10.17万公里,16.00,9年,国四,雷克萨斯-雷克萨斯ES 2013款 300h 精英版
自动,广州,2.26万公里,27.50,1年10个月,国六,雷克萨斯-雷克萨斯ES 2020款 200 卓越版
,,,,,,
自动,沈阳,3.66万公里,21.00,4年4个月,国五,雷克萨斯-雷克萨斯ES 2018款 200 30周年纪念版
自动,泰安,24.75万公里,14.00,11年7个月,国四,雷克萨斯-雷克萨斯RX经典 2009款 450h
自动,惠州,3.83万公里,22.80,1年6个月,国六,雷克萨斯-雷克萨斯UX 2020款 270h 探·酷版
自动,宁波,17.76万公里,8.00,12年8个月,国三,雷克萨斯-雷克萨斯IS 2009款 300
自动,沈阳,1.95万公里,37.00,1年11个月,国六,雷克萨斯-雷克萨斯RX 2020款 300 两驱精英版
自动,郑州,1.60万公里,29.50,2年1个月,国六,雷克萨斯-雷克萨斯NX 2020款 200 全驱 锋尚版
自动,北京,10.44万公里,25.00,4年2个月,国五,雷克萨斯-雷克萨斯ES 2015款 250 典雅版
自动,深圳,15.26万公里,14.00,8年10个月,国四,雷克萨斯-雷克萨斯ES 2013款 250 典雅版
,,,,,,
自动,深圳,4.04万公里,48.80,1年5个月,国六,雷克萨斯-雷克萨斯RX 2020款 450hL 四驱豪华版8座
自动,厦门,9.81万公里,20.68,6年5个月,国五,雷克萨斯-雷克萨斯ES 2015款 200 精英版
,,,,,,
,,,,,,
自动,武汉,1.72万公里,38.50,1年1个月,国六,雷克萨斯-雷克萨斯ES 2020款 300h 臻享版
自动,北京,1.99万公里,87.00,2年7个月,国六,雷克萨斯-雷克萨斯LS 2020款 500h 行政版
自动,惠州,19.28万公里,20.00,8年11个月,国四,雷克萨斯-雷克萨斯RX经典 2012款 280 典雅版
自动,连云港,1.32万公里,27.00,2年7个月,国六,雷克萨斯-雷克萨斯ES 2020款 200 卓越版
自动,东莞,8.54万公里,21.80,5年6个月,国五,雷克萨斯-雷克萨斯NX 2015款 200t 全驱 锋尚版
,,,,,,
自动,深圳,14.11万公里,13.80,9年8个月,国四,雷克萨斯-雷克萨斯ES 2013款 250 精英版
,,,,,,
自动,青岛,0.81万公里,25.80,1年1个月,国六,雷克萨斯-雷克萨斯UX 2020款 270h 探·酷版
,,,,,,
自动,北京,12.27万公里,16.80,6年,国五,雷克萨斯-雷克萨斯NX 2015款 200 前驱 锋行版
自动,北京,8.89万公里,26.00,2年10个月,国五,雷克萨斯-雷克萨斯ES 2016款 200 卓越版
自动,东莞,12.53万公里,7.88,11年7个月,国四,雷克萨斯-雷克萨斯ES 2010款 240 典雅版
自动,天津,8.88万公里,12.98,11年9个月,国四,雷克萨斯-雷克萨斯IS 2009款 300 炫动版
,,,,,,
自动,沈阳,2.99万公里,24.00,5年4个月,国四,雷克萨斯-雷克萨斯ES 2015款 250 典雅版
自动,哈尔滨,1.30万公里,36.00,10个月,国六,雷克萨斯-雷克萨斯RX 2020款 改款 300 两驱精英版
自动,蚌埠,11.13万公里,20.00,5年2个月,国五,雷克萨斯-雷克萨斯ES 2015款 200 精英版
自动,深圳,12.95万公里,15.50,8年5个月,国四,雷克萨斯-雷克萨斯ES 2013款 250 典雅版
,,,,,,
自动,青岛,2.90万公里,26.50,3年8个月,国五,雷克萨斯-雷克萨斯NX 2016款 300 前驱 锋行版
,,,,,,
自动,惠州,9.09万公里,19.50,6年6个月,国五,雷克萨斯-雷克萨斯ES 2015款 200 舒适版
,,,,,,
自动,大连,4.77万公里,142,4年8个月,国五,雷克萨斯-雷克萨斯LX 2017款 580 尊贵豪华版
自动,大连,10.76万公里,13.50,8年,国四,雷克萨斯-雷克萨斯CT 2014款 CT200h 舒适版 单色
,,,,,,
自动,成都,13.01万公里,88.80,7年1个月,国四,雷克萨斯-雷克萨斯LX 2013款 580
自动,株洲,3.79万公里,25.00,3年2个月,国六,雷克萨斯-雷克萨斯NX 2016款 300 前驱 锋行版
自动,昆明,13.21万公里,16.00,8年6个月,国四,雷克萨斯-雷克萨斯ES 2013款 250 精英版
,,,,,,
,,,,,,
自动,深圳,1.41万公里,26.50,4年5个月,国五,雷克萨斯-雷克萨斯NX 2018款 300h 前驱 锋尚版
自动,北京,3.10万公里,27.50,2年9个月,国五,雷克萨斯-雷克萨斯ES 2016款 200 卓越版
自动,广州,21.94万公里,9.60,9年11个月,国四,雷克萨斯-雷克萨斯ES 2010款 240 典雅版
,,,,,,
自动,郑州,4.15万公里,24.98,2年9个月,国六,雷克萨斯-雷克萨斯NX 2016款 200 全驱 锋尚版
自动,北京,3.36万公里,19.58,2年10个月,国六,雷克萨斯-雷克萨斯CT 2018款 CT200h 舒适版 单色
,,,,,,
,,,,,,
自动,南京,5.65万公里,19.50,4年6个月,国五,雷克萨斯-雷克萨斯IS 2018款 300 F SPORT版
自动,武汉,14.31万公里,10.50,7年7个月,国五,雷克萨斯-雷克萨斯CT 2014款 CT200h 舒适版 单色
自动,温州,10.31万公里,16.30,6年5个月,国五,雷克萨斯-雷克萨斯NX 2015款 200 前驱 锋行版
自动,大连,6.04万公里,18.00,8年6个月,国四,雷克萨斯-雷克萨斯ES 2013款 300h 精英版
自动,汕尾,15.67万公里,11.50,11年10个月,国四,雷克萨斯-雷克萨斯RX经典 2010款 350 典雅版
,,,,,,
自动,广州,18.91万公里,12.80,10年6个月,国四,雷克萨斯-雷克萨斯RX经典 2011款 280 豪华版
自动,苏州,15.67万公里,15.58,7年9个月,国五,雷克萨斯-雷克萨斯ES 2014款 250 精英版
