change-speed,chepai-location,kilometer,price,shangpai-date,standard,title
自动,连云港,7.17万公里,26.60,3年9个月,国五,雷克萨斯-雷克萨斯ES 2016款 200 卓越版
自动,贵港,15.09万公里,7.80,14年11个月,国三,雷克萨斯-雷克萨斯ES 2007款 350
,,,,,,
自动,阜阳,8.61万公里,25.00,4年6个月,国五,雷克萨斯-雷克萨斯NX 2018款 300 前驱 锋行版
,,,,,,
自动,云浮,10.59万公里,17.80,10年6个月,国四,雷克萨斯-雷克萨斯RX经典 2011款 280 豪华版
自动,深圳,11.18万公里,30.00,7年,国五,雷克萨斯-雷克萨斯ES 2014款 300h 舒适版
自动,大同,15.64万公里,8.98,13年11个月,国四,雷克萨斯-雷克萨斯ES 2007款 350
,,,,,,
,,,,,,
自动,松原,13.23万公里,12.00,7年8个月,国四,雷克萨斯-雷克萨斯CT 2014款 CT200h 舒适版 单色
,,,,,,
自动,佛山,5.49万公里,36.98,2年5个月,国六,雷克萨斯-雷克萨斯ES 2020款 300h 卓越版
自动,东莞,10.13万公里,20.80,8年4个月,国四,雷克萨斯-雷克萨斯IS 2013款 250 F SPORT
自动,珠海,10.32万公里,19.38,8年2个月,国四,雷克萨斯-雷克萨斯ES 2013款 250 精英版
自动,聊城,12.01万公里,73.00,8年,国四,雷克萨斯-雷克萨斯LX 2013款 580
自动,汕头,13.46万公里,8.20,14年1个月,国三,雷克萨斯-雷克萨斯ES 2007款 350
自动,福州,15.53万公里,22.00,8年5个月,国四,雷克萨斯-雷克萨斯RX经典 2013款 280 精英版
自动,佛山,9.29万公里,22.80,5年9个月,国五,雷克萨斯-雷克萨斯ES 2015款 200 精英版
自动,佛山,3.25万公里,50.80,2年4个月,国六,雷克萨斯-雷克萨斯RX 2020款 300 四驱典雅版
自动,佛山,25.11万公里,8.50,14年10个月,国三,雷克萨斯-雷克萨斯ES 2007款 350 豪华版
自动,济宁,2.48万公里,28.50,5年11个月,国五,雷克萨斯-雷克萨斯ES 2015款 300h 舒适版
自动,石家庄,2.49万公里,27.80,4年4个月,国五,雷克萨斯-雷克萨斯NX 2018款 300 全驱 锋尚版
自动,福州,5.12万公里,17.30,4年5个月,国五,雷克萨斯-雷克萨斯CT 2018款 CT200h 舒适版 单色
自动,温州,12.41万公里,15.00,11年4个月,国四,雷克萨斯-雷克萨斯RX经典 2011款 280 典雅版
,,,,,,
自动,湘潭,8.57万公里,23.18,4年9个月,国五,雷克萨斯-雷克萨斯ES 2015款 200 精英版
自动,赣州,11.37万公里,11.00,10年6个月,国四,雷克萨斯-雷克萨斯ES 2010款 240 典雅版
自动,廊坊,7.97万公里,25.00,4年4个月,国五,雷克萨斯-雷克萨斯ES 2015款 200 精英版
自动,阜阳,5.72万公里,47.80,1年8个月,国六,雷克萨斯-雷克萨斯RX 2020款 改款 300 四驱典雅版
自动,佛山,1.06万公里,28.80,1年4个月,国六,雷克萨斯-雷克萨斯NX 2020款 200 前驱 锋行版
自动,常德,12.04万公里,148,4年5个月,国五,雷克萨斯-雷克萨斯LX 2018款 580 巅峰特别限量版
自动,贵港,14.87万公里,8.80,15年,国三,雷克萨斯-雷克萨斯ES 2007款 350 豪华版
自动,北京,9.16万公里,21.00,6年5个月,国五,雷克萨斯-雷克萨斯NX 2015款 200 前驱 锋行版
自动,郑州,10.00万公里,15.00,10年,国四,雷克萨斯-雷克萨斯ES 2010款 240 豪华版
,,,,,,
,,,,,,
,,,,,,
,,,,,,
自动,乐山,0.03万公里,32.80,7个月,国六,雷克萨斯-雷克萨斯NX 2020款 200 全驱 锋尚版
,,,,,,
,,,,,,
自动,石家庄,4.11万公里,25.30,4年,国五,雷克萨斯-雷克萨斯ES 2015款 200 精英版
自动,桂林,12.20万公里,14.28,10年7个月,国四,雷克萨斯-雷克萨斯IS 2011款 250 运动版
自动,襄阳,18.79万公里,17.00,9年6个月,国四,雷克萨斯-雷克萨斯RX经典 2011款 270 豪华版
自动,晋城,11.71万公里,17.50,11年4个月,国四,雷克萨斯-雷克萨斯RX经典 2011款 280 豪华版
自动,怀化,6.78万公里,156,4年6个月,国四,雷克萨斯-雷克萨斯LX 2018款 580（平行进口车）
自动,临沂,9.97万公里,38.00,5年5个月,国五,雷克萨斯-雷克萨斯RX 2017款 300 四驱F SPORT版
自动,扬州,8.18万公里,50.00,5年1个月,国五,雷克萨斯-雷克萨斯RX 2017款 450h 四驱典雅版
自动,北京,18.73万公里,55.00,10年10个月,国四,雷克萨斯-雷克萨斯LX 2009款 580
自动,珠海,17.75万公里,22.80,8年,国四,雷克萨斯-雷克萨斯RX经典 2013款 280 典雅版
自动,昆明,13.78万公里,11.88,10年4个月,国四,雷克萨斯-雷克萨斯ES 2010款 240 典雅版
自动,云浮,21.82万公里,9.38,14年10个月,国三,雷克萨斯-雷克萨斯IS 2008款 300炫动特别版
自动,东莞,10.79万公里,20.00,8年,国四,雷克萨斯-雷克萨斯RX经典 2013款 280 精英版
自动,东莞,9.55万公里,23.00,6年5个月,国五,雷克萨斯-雷克萨斯NX 2015款 200t 全驱 锋尚版
,,,,,,
自动,镇江,1.41万公里,37.00,1年10个月,国六,雷克萨斯-雷克萨斯ES 2020款 300h 卓越版
